Adresse;Code_Postal; Ville; Pays; Coord_GPS; Remarque
Rue St Pierre;57100;Thionville;France;49.3546877, 6.1595451;Bibliothèque de Rue.Près du feu rouge , 100m après l Auchan qui fait l'angle.
Place du 11 novembre;33380;Mios;France;44.6054788, -0.9392238;
Avenue de Cheverny;44800;NANTES;France;47.2421409, -1.600386;boite à  livre genial avec beaucoup de variété de lecturepour petit et grand
Place des Ormeaux;49260;Montreuil Bellay;France;47.132482, -0.154306;Ancienne Cabine Telephonique
rue Yves Léon;29600;Plourin-Lès-Morlaix;France;48.534142, -3.792132;Près de l aire de jeux.
23 Rue du Puits Venier;49260;Le Coudray-Macouard;France;47.1937692, -0.1205207;Sous le Préau du Magasin
Place de la mairie;01340;Etrez;France;46.334427, 5.183755;
Place de la mairie;01340;Etrez;France;46.334427, 5.183755;
Place de la mairie;01340;Etrez;France;46.334427, 5.183755;
Parc de Goarem Goz;29470;Plougastel Daoulas;France;48.2936225, -4.177765;
Parc de Goarem Goz;29470;Plougastel Daoulas;France;48.2936225, -4.177765;
3 rue basse;41320;Mennetou sur Cher;France;47.2692289, 1.8657489;Petite boite sympathique
105 rue des renards;44000;Nantes;France;47.2611039, -1.5707483;boîte à livres de l entreprise Arbres 44, mise à disposition devant les locaux, rentrée le soir
9, rue de la bâclerie;44000;Nantes;France;47.2152158, -1.5537231;A l intérieur de la cabane dans la cour, une boîte à livres spéciale ouvrages jeunesses, à l'initiative de l'association Passage Sainte Croix
Allée des promenades;22000;Saint-Brieuc;France;48.5132342, -2.7585509;C est une boîte qui se trouve contre la clôture du Parc des Promenades, au niveau de l'entrée.
Storgatan 44;59837;Vimmerby;France;57.6656979, 15.8534799;Ancienne cabine téléphonique
384 Rue de la République;38590;Sillans;France;45.3421266, 5.3896398;Se trouve à l entrée de la Mairie. 4 malles remplies majoritairement de vieux livres et quelques livres en anglais.
RUE DU CHAMP DE COURSES;76370;ROUXMESNIL BOUTEILLES;France;49.9072748, 1.0894794;SUR LE PARKING DE LA MAIRIE
Grand Rue;68320;Wickerschwihr;France;48.1083648, 7.4341811;
Place Imbs;95240;Cormeilles-en-Parisis;France;48.964787, 2.191289;
Rue des Houppeux;02410;SAINT NICOLAS AUX BOIS;France;49.5927886, 3.4307505;
Place de la mission;31250;Revel;France;43.4567329, 2.0033296;
Gare de Épone;78680;Épone;France;48.9631962, 1.8086916;
6 place Paul VERLAINE;75013;PARIS;France;48.8277224, 2.3518377;dans le jardin entre la rue de la butte aux caille et la rue Bobillotprès de l aire de jeux
10 rue condorcet;86110;mirebeau;France;46.7813126, 0.1800526;On ne manque pas d humour à l'Ehpad Théodore-Arnault de Mirebeau. L'association « Les Pot'âgés » vient d'inaugurer la première boîte à lire de Mirebeau, baptisée « La Cab'âne à livres ».
Maison de santé;57620;GOETZENBRUCK;France;48.9915179, 7.3823872;
Rue Philadelphe- arrêt bus;65200;Gerde;France;43.0560798, 0.1654911;
Rue des Houppeux;02410;SAINT NICOLAS AUX BOIS;France;49.5927886, 3.4307505;
Place Pierre Mendès;53600;Evron;France;48.1541946, -0.4014157;Boîte accessible dans la Médiathèque
140 Boulevard Ney;75018;Paris;France;48.8980465, 2.3381473;Sur le quai du Tram 3B, Angélique Compoint
rue des écoles;69780;Saint Pierre de Chandieu;France;45.647101, 5.0134;TrocBook sur le parking de l école primaire René Cassin
Tribunal place du coq;82000;montauban;France;44.0168465, 1.3531973;
théatre;82000;montauban;France;44.0194114, 1.3533607;
chemin de la poule d eau;34200;Sète;France;43.4002066, 3.6596654;Dans le hall des pergolines, ouvert à tous en journée
Mediathèque François mitterrand;34200;Sète;France;43.405859, 3.6937035;Dans la cour de la médiathèque donc accessible aux heures d ouverture
Place des Arawaks;97233;Schoelcher;France;45.5143706, -122.5045791;Sur la place en bord de mer, dans le kiosque près de la route en bordure du terrain de basket
29 bis avenue des mazades;31200;Toulouse;France;43.6231884, 1.441468;
29 bis avenue des mazades;31200;Toulouse;France;43.6231884, 1.441468;
1 Rue Théophile Rémond;35340;LA BOUEXIERE;France;48.184018, -1.4378543;Boîte à lire tout public dans une cabine téléphonique Anglaise. Cette cabine téléphonique a été offerte par une ville Anglaise avec laquelle nous sommes jumellés.
RUE DE L UNION;76190;YVETOT;France;49.6151698, 0.7531477;Boite à livres située dans le parc pres de la rue du Bailly
2 boulevard bessiere;75017;paris;France;48.8978306, 2.3282485;
PLACE DU MARCHE;76630;ENVERMEU;France;49.895981, 1.26509;DEVANT LA SALLE DES FETES
19 rue Léon Pissot;49300;Cholet;France;47.0643213, -0.8725906;Une boite à lire installée sur une porte chez un particulier au 19 rue Léon Pissot
Rue Lecreulx;54000;NANCY;France;48.6990497, 6.1885332;Faisant état de la forte fréquentation de l?espace piétonnier entre la Pépinière et les berges du canal de la Marne au Rhin, l?association la passerelle a souhaité l?aménagement, rue Lecreulx, d?un arbre à livres dénommé Dylan PELOT en hommage à un personnage incontournable de la vie culturelle nancéienne.Dylan PELOT traversait chaque jour la Pépinière et le canal pour se rendre dans son atelier à la MJC Bazin où il devenait professeur de monstres et animait des cours d?Arts plastiques.Génial artiste touche-à-tout. Musicien et parolier au sein de plusieurs groupes musicaux, photographe, sculpteur, illustrateur, écrivain de littérature jeunesse.Appelé Didiche par son entourage et ses amis, il était l?illustrateur de Vincent, le chien terriblement jaune écrit par son père Pierre PELOT et l?auteur de Victor qui pète dessiné par Mathis.Certaines des illustrations de Vincent, le chien terriblement jaune ont été retenues pour figurer sur les éléments en bois à l?intérieur de l?arbre à livres.Objet artistique, cet arbre à livres est une bibliothèque gratuite en auto gestion, installée dans l?espace public auprès duquel les usagers peuvent prendre ou déposer des ouvrages librement. Pour la réalisation de ce mobilier, le choix de l association s?est porté sur la transformation d?une cabine téléphonique.La conception de cette bibliothèque a été confié à deux jeunes architectes : Guilhem VINCENT et Marie-Amélie RAUCOURT.
Rue Edmond Michel;29760;Penmarch;France;47.8144929, -4.3332612;Adossée à la maison pour tous, a côté de la poste.
2 quai saint marcet;31600;MURET;France;43.458355, 1.3296669;
Place des fêtes;67280;Urmatt;France;48.5403936, 7.3454136;Petite boîte à lire située dans le parc de la ville.
Avenue de la Cime;91130;Ris Orangis;France;48.6439949, 2.408316;Installation à l initiative d'un groupe d'habitant devant l'école élémentaire de la Ferme du Temple
Rue Mulot au croissement de la rue Monribot;93800;Epinay sur Seine;France;48.9524703, 2.3105048;Bonjour, cependant la dame qui l a installée, je souhaite pas qu'on l'a prenne en photo pour la publier.
Rue de la Mairie;56700;Merlevenez;France;47.7370342, -3.2320552;Belle boîte à lire, juste devant la poste, dans une belle cabine téléphonique peinte en rouge et aménagée eprès pour l occasion.
via rome 13;47010;PORTICO DI ROMAGNA FC;France;44.025352, 11.7823119;une bibliothèque, rien que cela complétement gratuite !
Le Bourg;71210;Saint Eusèbe;France;46.7118659, 4.4619256;En face la boulangerie
Le bourg;71200;SAINT-SERNIN du BOIS;France;46.8412602, 4.4321008;Cour de la boulangerie face au lac
Pla ce du chateau;71300;LE MONT SAINT-VINCENT;France;46.63009, 4.4778269;En face du parking de la maison de retraite PLACE DU CHATEAU
Place de la Mairie;74230;Dingy Saint Clair;France;45.910504, 6.220769;Sur la façade de la bibliothèque, très belle boite à lire, livres bien protégés de l humidité.
Allée Saint Quenin;84110;Vaison la Romaine;France;44.2445513, 5.0686364;Dans l entrée du nouveau cinéma Le Florian.
Avenue Marcel Pagnol;84110;Vaison la Romaine;France;44.2441575, 5.0877827;La boite est située devant l entrée de Super U, à l'extérieur, donc accessible en permanence.
saint sauveur;24520;saint sauveur en périgord;France;44.869081, 0.586551;erreur sur la position  cette boite a livres cabine téléphonique rouge se trouve à SAINT SAUVEUR EN PERIGORD en DORDOGNE et non à SAINT SAUVEUR près de saint jory en haute garonne comme nous y renvoi l indic sur la carte, merci de rectifier si cela vous est possible
15 rue de Nogent;45290;VARENNES-CHANGY;France;47.8654317, 2.6615178;Avec Orange ici on ne téléphone plus....on lit
Route de Pontoise;95540;Méry sur Oise;France;49.0582645, 2.1600068;Juste à l entrée d'Intermarché
Av Guy de maupassant;78400;Chatou;France;48.9033091, 2.156507;Square pour enfantsAv Guy de maupassant
Rue Jean Macé;59290;Wasquehal;France;50.670404912938885, 3.1277185678482056;Située dans le petit square juste à coté de l office de tourisme.
Place des terreaux;69210;BULLY;France;45.852647, 4.583328;Une ancienne cabine téléphonique transformée en boite à livres !
Rue saint Michel;56130;Péaule;France;47.5784337, -2.3569021;Boîte à livres.
75-155 Rue Béranger;62400;Béthune;France;50.52936105325702, 2.632083892822266;La boite se trouve à l'entrée du parc, à l'opposé du kiosque à musique.
Place d'Alsace;24370;Cazoulès;France;48.3181795, 7.4416241;Sur un parking bétonné, sur la gauche en arrivant de Souillac
Résidence du Goyen;29710;GUILER-SUR-GOYEN;France;48.0159706, -4.3612346;Située près de la mairie
Rue du 8 mai 1945;45110;Châteauneuf sur Loire;France;47.8712271, 2.1265923;Ce projet est à l'initiative du Conseil Municipal des Jeunes en partenariat avec le Lions Club Saint Denis de l'Hotel Châteauneuf sur Loire.
11 Avenue Albert Viger;45110;Châteauneuf sur Loire;France;47.8672079, 2.2202439;Ce projet est à l'initiative du Conseil Municipal des Jeunes en partenariat avec le Lions Club Saint Denis de l'Hotel Châteauneuf sur Loire.
Quai Jules Dufaure;17600;Saujon;France;45.673929, -0.934297;Boîte à lire située sur le port de Ribérou, quai Jules Dufaure
Boulevard des Régates;17570;Les Mathes;France;45.687194, -1.1812019;Boîte à lire située à La Palmyre, à l intersection du boulevard des Régates et du boulevard de Bonne Anse
Place du Général de Gaulle;17570;Les Mathes;France;45.71676, -1.1466369;Boîte à lire située derrière l église, en face des halles
Centre Commercial de l Oseraie, D915;95220;Osny;France;49.0776047, 2.0791033;Une haute boîte installée dans le centre commercial Auchan située approximativement près d un institut bronzage et près d'une issue avec toilettes
Avenue Kennedy;95300;PONTOISE;France;49.0629238, 2.0915753;Boîte située sur l avenue Kennedy, en face de la Pharmacie Kennedy, juste à côté de l'arrêt de bus Alsace-Bretagne [image Google maps]
Avenue Kennedy;95300;PONTOISE;France;49.0629238, 2.0915753;Boîte située sur l avenue Kennedy, en face de la Pharmacie Kennedy, juste à côté de l'arrêt de bus Alsace-Bretagne [image Google maps]
residence des soir paisible;62217;achicourt;France;50.2710182, 2.770711;
place de rouen;62217;achicourt;France;50.2711508, 2.7681783;au pied d un immeuble
3 rue de Paris;77176;savigny le temple;France;48.5756437, 2.5831383;Se trouve entre le parc de stationnement de l église et l'entrée du notaire sous les arbres à coté d'un banc
PLACE DU CARCAN;71100;SAINT-REMY;France;46.7663984, 4.8179875;ARBRE à LIRE  à TAISEY
Place du 11 novembre;45640;Sandillon;France;47.8346327, 2.0345844;Quand vous prenez un livre, déposez un livre en retour,dans l?immédiat ou plus tard,pour que le dispositif puisse vivre longtemps !
649 RUE DES POMMIERS;76680;SAINT HELLIER;France;49.7319304, 1.1913468;Boite à livres fabriquée à l aide d'un ancien réfrigérateur
Rue des marronniers;71100;SAINT-REMY;France;46.748987, 4.811993;Nichoirs à lire à CORTELIN
24 RUE DE MACON;71210;MONTCHANIN;France;46.7448476, 4.4736861;Sur le mur de clôture maison .
Hameau de Pont Erambourg;14110;Saint Denis de Méré;France;48.851713, -0.5253058;La boite à lire se situe dans l abribus sur le parking de Pont Erambourg / commune de Saint Denis de MéréMise en en service le 17 Mai 2019
Place Charles de gaulle;14110;Saint Denis de Méré;France;48.8688295, -0.5179096;La boite à lire est fixée sur le mur de l église à proximité du Calvaire . Mise en place le 17 mai 2019
2dada3hotmail.fr.com@gmail.com;59280;Armentiéres;France;50.691652, 2.884218;je voudrait que vous donner 5 euro par se que on deviens de moin en moin riche vaite quel que chosse
rue des rampots;17290;Ballon;France;46.05454, -0.954616;
Place de l'église;17220;BOURGNEUF;France;46.1673883, -1.0240574;Au niveau du parking
Rue Clémenceau;70300;St Sauveur;France;47.8216472, 6.375366;BAL dans une ancienne cabine téléphonique rouge
rue de Sarrebourg;67300;SCHILTIGHEIM;France;48.608170919390595, 7.747850418090821;La cabane de Denis, au début de la rue
rue de la place de la gare;91130;ris orangis;France;48.65879638542491, 2.414535284042359;Dans le petit parc. Installation à l'initiative d'un groupe d'habitant
Rue Paul Gauguin;17700;Surgères;France;46.107823, -0.762425;En face du parking et local à poubelles
La Poste;50540;Isigny-le-Buat;France;48.620277, -1.17389;Dans le petit centre commercial du bourg d'Isigny le Buat, près de la poste
parc de la mairie;95700;roissy en france;France;49.003061561720784, 2.518851757049561;
322 rue de Melleray;45560;St Denis en Val;France;47.8773774, 1.9601061;Bibliothèque dédiée uniquement aux livres sur les chats, dans un cabinet Vétérinaire.
Thermes;70300;Luxeuil;France;47.820214893508044, 6.376833915710449;Boîte à Lire dans le parc thermal
Place du 8 mai 1945;70300;Luxeuil;France;47.8123909, 6.3804544;
rue Léontine Sohier;91160;Longjumeau;France;48.69434562668757, 2.2959601879119877;Mairie
Rue des Hauts Fresnais;91160;Ballainvilliers;France;48.6623946, 2.2804785;Cabine téléphonique au groupe scolaire
Rue du general Leclerc;91160;Ballainvilliers;France;48.67193368237081, 2.2931170463562016;Cabine téléphonique au Château
14 Rue de la Terrasse;91360;Epinay sur orge;France;48.6749789, 2.3216218;Parc de la Maison Sainte Marie
Place de la Mairie;85210;Saint-Juire-Champgillon;France;46.5788268, -1.0280877;Boite à livres bleue qui se trouve près du restaurant, le st-Georges. si vous trouvez le distributeur de pain, elle est juste à coté. Mais attention, elle ne se voit de la route ! N'hésitez pas à allez jeter un coup d’œil et de partager vos lectures !
Bibliothèque;38440;Artas;France;45.60250901510299, 5.172768831253053;Dans le parc pour enfants collé a la bibliothèque
Eglise Sainte Croix;50000;St Lô;France;49.11670601869698, -1.0859513282775881;Située derrière l'église Sainte Croix à, côté du jardin des Incroyables comestibles
62 Avenue René Cassin;91390;Morsang-sur-Orge;France;48.652403, 2.34837;Devant la Maison de la Citoyenneté et de la Vie Associative
Parc val seille, 1 boulevard jean vilar;84350;courthezon;France;44.0908953, 4.8835607;boite à lire déjà signalé par M Lehmann Luc   , ci joint la photo pour illustrer
Place du marché;35510;Cesson-Sévigné;France;48.11725929807872, -1.6037464141845705;Près du parking, à l'entrée du parc de Bourgchevreuil
8 avenue Ambroise Croizat;93440;DUGNY;France;48.9551686, 2.4164516;Face à la BNP Paribas
Centre de santé du grand pavois;77310;St Fargeau PONTHIERRY;France;48.5331582, 2.5394207;Juste devant le Centre de santé
Route de geneve;01360;La valbonne;France;45.85232841947938, 5.128598213195802;Fabriquée par les enfants du periscolaire de la valbonne elle a permis de recycler un vieux frigo
Mairie;63700;Saint Eloy les Mines;France;46.161138, 2.835108;Près de la mairie sous les halles couvertes
Abri de bus;03600;hyds;France;46.284073749491725, 2.827005386352539;A l'entrée de ce petit village en venant de colombier, sous l'abri de bus
5 rue de chaumere;35150;PIRE SUR SEICHE;France;48.0099845, -1.4309651;La boite à lire se trouve à côté du cabinet de réflexologie.
rue du vieux cèdre - quartier de Grand Bourg;91130;RIS ORANGIS;France;48.6481354, 2.4325605;Installation à l'initiative d'un groupe d'habitants
ROUTE DE ST PAER;76480;sainte-marguerite-sur-duclair;France;49.5111609, 0.8473844;Boite à livre située sur la place de la mairie et de l église
14 résidence nouveaux horizons;78990;Elancourt;France;48.7696294, 1.9519196;aline.grillon@gmail.com
Place de la mairie;60580;COYE-LA-FORET;France;49.1439032, 2.4681095;L ancienne cabine téléphonique en bois a été recyclée en boîte à lire.
Rue d Hérivaux;60580;COYE-LA-FORET;France;49.1395338, 2.4693043;Devant le centre culturel, en face du marché.
